year_film,year_ceremony,ceremony,name,film,winner
2000,2001,73,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers",Erin Brockovich,False
2000,2001,73,"Douglas Wick, David Franzoni and Branko Lustig, Producers",Gladiator,True
2000,2001,73,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers",Traffic,False
2001,2002,74,"Brian Grazer and Ron Howard, Producers",A Beautiful Mind,True
2001,2002,74,"Robert Altman, Bob Balaban and David Levy, Producers",Gosford Park,False
2001,2002,74,"Graham Leader, Ross Katz and Todd Field, Producers",In the Bedroom,False
2001,2002,74,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",The Lord of the Rings: The Fellowship of the Ring,False
2001,2002,74,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",Moulin Rouge!,False
2002,2003,75,"Martin Richards, Producer",Chicago,True
2002,2003,75,"Alberto Grimaldi and Harvey Weinstein, Producers",Gangs of New York,False
2002,2003,75,"Scott Rudin and Robert Fox, Producers",The Hours,False
2002,2003,75,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",The Lord of the Rings: The Two Towers,False
2002,2003,75,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",The Pianist,False
2003,2004,76,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",The Lord of the Rings: The Return of the King,True
2003,2004,76,"Ross Katz and Sofia Coppola, Producers",Lost in Translation,False
2003,2004,76,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers",Master and Commander: The Far Side of the World,False
2003,2004,76,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",Mystic River,False
2003,2004,76,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers",Seabiscuit,False
2004,2005,77,"Michael Mann and Graham King, Producers",The Aviator,False
2004,2005,77,"Richard N. Gladstein and Nellie Bellflower, Producers",Finding Neverland,False
2004,2005,77,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers",Million Dollar Baby,True
2004,2005,77,"Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers",Ray,False
2004,2005,77,"Michael London, Producer",Sideways,False
2005,2006,78,"Diana Ossana and James Schamus, Producers",Brokeback Mountain,False
2005,2006,78,"Caroline Baron, William Vince and Michael Ohoven, Producers",Capote,False
2005,2006,78,"Paul Haggis and Cathy Schulman, Producers",Crash,True
2005,2006,78,"Grant Heslov, Producer","Good Night, and Good Luck.",False
2005,2006,78,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers",Munich,False
2006,2007,79,"Alejandro González Iñárritu, Jon Kilik and Steve Golin, Producers",Babel,False
2006,2007,79,"Graham King, Producer",The Departed,True
2006,2007,79,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers",Letters from Iwo Jima,False
2006,2007,79,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers",Little Miss Sunshine,False
2006,2007,79,"Andy Harries, Christine Langan and Tracey Seaward, Producers",The Queen,False
2007,2008,80,"Tim Bevan, Eric Fellner and Paul Webster, Producers",Atonement,False
2007,2008,80,"Lianne Halfon, Mason Novick and Russell Smith, Producers",Juno,False
2007,2008,80,"Sydney Pollack, Jennifer Fox and Kerry Orent, Producers",Michael Clayton,False
2007,2008,80,"Scott Rudin, Ethan Coen and Joel Coen, Producers",No Country for Old Men,True
2007,2008,80,"JoAnne Sellar, Paul Thomas Anderson and Daniel Lupi, Producers",There Will Be Blood,False
2008,2009,81,"Kathleen Kennedy, Frank Marshall and Ceán Chaffin, Producers",The Curious Case of Benjamin Button,False
2008,2009,81,"Brian Grazer, Ron Howard and Eric Fellner, Producers",Frost/Nixon,False
2008,2009,81,"Dan Jinks and Bruce Cohen, Producers",Milk,False
2008,2009,81,"Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers",The Reader,False
2008,2009,81,"Christian Colson, Producer",Slumdog Millionaire,True
2009,2010,82,"James Cameron and Jon Landau, Producers",Avatar,False
2009,2010,82,"Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers",The Blind Side,False
2009,2010,82,"Peter Jackson and Carolynne Cunningham, Producers",District 9,False
2009,2010,82,"Finola Dwyer and Amanda Posey, Producers",An Education,False
2009,2010,82,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",The Hurt Locker,True
2009,2010,82,"Lawrence Bender, Producer",Inglourious Basterds,False
2009,2010,82,"Lee Daniels, Sarah Siegel-Magness and Gary Magness, Producers",Precious,False
2009,2010,82,"Joel Coen and Ethan Coen, Producers",A Serious Man,False
2009,2010,82,"Jonas Rivera, Producer",Up,False
2009,2010,82,"Daniel Dubiecki, Ivan Reitman and Jason Reitman, Producers",Up in the Air,False
2010,2011,83,"Mike Medavoy, Brian Oliver and Scott Franklin, Producers",Black Swan,False
2010,2011,83,"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers",The Fighter,False
2010,2011,83,"Emma Thomas and Christopher Nolan, Producers",Inception,False
2010,2011,83,"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers",The Kids Are All Right,False
2010,2011,83,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",The King's Speech,True
2010,2011,83,"Christian Colson, Danny Boyle and John Smithson, Producers",127 Hours,False
2010,2011,83,"Scott Rudin, Dana Brunetti, Michael De Luca and Ceán Chaffin, Producers",The Social Network,False
2010,2011,83,"Darla K. Anderson, Producer",Toy Story 3,False
2010,2011,83,"Scott Rudin, Ethan Coen and Joel Coen, Producers",True Grit,False
2010,2011,83,"Anne Rosellini and Alix Madigan-Yorkin, Producers",Winter's Bone,False
2011,2012,84,"Thomas Langmann, Producer",The Artist,True
2011,2012,84,"Jim Burke, Alexander Payne and Jim Taylor, Producers",The Descendants,False
2011,2012,84,"Scott Rudin, Producer",Extremely Loud & Incredibly Close,False
2011,2012,84,"Brunson Green, Chris Columbus and Michael Barnathan, Producers",The Help,False
2011,2012,84,"Graham King and Martin Scorsese, Producers",Hugo,False
2011,2012,84,"Letty Aronson and Stephen Tenenbaum, Producers",Midnight in Paris,False
2011,2012,84,"Michael De Luca, Rachael Horovitz and Brad Pitt, Producers",Moneyball,False
2011,2012,84,"Sarah Green, Bill Pohlad, Dede Gardner and Grant Hill, Producers",The Tree of Life,False
2011,2012,84,"Steven Spielberg and Kathleen Kennedy, Producers",War Horse,False
2012,2013,85,"Margaret Menegoz, Stefan Arndt, Veit Heiduschka and Michael Katz, Producers",Amour,False
2012,2013,85,"Grant Heslov, Ben Affleck and George Clooney, Producers",Argo,True
2012,2013,85,"Dan Janvey, Josh Penn and Michael Gottwald, Producers",Beasts of the Southern Wild,False
2012,2013,85,"Stacey Sher, Reginald Hudlin and Pilar Savone, Producers",Django Unchained,False
2012,2013,85,"Tim Bevan, Eric Fellner, Debra Hayward and Cameron Mackintosh, Producers",Les Misérables,False
2012,2013,85,"Gil Netter, Ang Lee and David Womark, Producers",Life of Pi,False
2012,2013,85,"Steven Spielberg and Kathleen Kennedy, Producers",Lincoln,False
2012,2013,85,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers",Silver Linings Playbook,False
2012,2013,85,"Mark Boal, Kathryn Bigelow and Megan Ellison, Producers",Zero Dark Thirty,False
2013,2014,86,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",American Hustle,False
2013,2014,86,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",Captain Phillips,False
2013,2014,86,"Robbie Brenner and Rachel Winter, Producers",Dallas Buyers Club,False
2013,2014,86,"Alfonso Cuarón and David Heyman, Producers",Gravity,False
2013,2014,86,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",Her,False
2013,2014,86,"Albert Berger and Ron Yerxa, Producers",Nebraska,False
2013,2014,86,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",Philomena,False
2013,2014,86,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",12 Years a Slave,True
2013,2014,86,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",The Wolf of Wall Street,False
2014,2015,87,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",American Sniper,False
2014,2015,87,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",Birdman or (The Unexpected Virtue of Ignorance),True
2014,2015,87,"Richard Linklater and Cathleen Sutherland, Producers",Boyhood,False
2014,2015,87,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",The Grand Budapest Hotel,False
2014,2015,87,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",The Imitation Game,False
2014,2015,87,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",Selma,False
2014,2015,87,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",The Theory of Everything,False
2014,2015,87,"Jason Blum, Helen Estabrook and David Lancaster, Producers",Whiplash,False
2015,2016,88,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",The Big Short,False
2015,2016,88,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",Bridge of Spies,False
2015,2016,88,"Finola Dwyer and Amanda Posey, Producers",Brooklyn,False
2015,2016,88,"Doug Mitchell and George Miller, Producers",Mad Max: Fury Road,False
2015,2016,88,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",The Martian,False
2015,2016,88,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers",The Revenant,False
2015,2016,88,"Ed Guiney, Producer",Room,False
2015,2016,88,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",Spotlight,True
2016,2017,89,"Shawn Levy, Dan Levine, Aaron Ryder and David Linde, Producers",Arrival,False
2016,2017,89,"Scott Rudin, Denzel Washington and Todd Black, Producers",Fences,False
2016,2017,89,"Bill Mechanic and David Permut, Producers",Hacksaw Ridge,False
2016,2017,89,"Carla Hacken and Julie Yorn, Producers",Hell or High Water,False
2016,2017,89,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams and Theodore Melfi, Producers",Hidden Figures,False
2016,2017,89,"Fred Berger, Jordan Horowitz and Marc Platt, Producers",La La Land,False
2016,2017,89,"Emile Sherman, Iain Canning and Angie Fielder, Producers",Lion,False
2016,2017,89,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck and Kevin J. Walsh, Producers",Manchester by the Sea,False
2016,2017,89,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers",Moonlight,True
2017,2018,90,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers",Call Me by Your Name,False
2017,2018,90,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers",Darkest Hour,False
2017,2018,90,"Emma Thomas and Christopher Nolan, Producers",Dunkirk,False
2017,2018,90,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",Get Out,False
2017,2018,90,"Scott Rudin, Eli Bush and Evelyn O'Neill, Producers",Lady Bird,False
2017,2018,90,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers",Phantom Thread,False
2017,2018,90,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers",The Post,False
2017,2018,90,"Guillermo del Toro and J. Miles Dale, Producers",The Shape of Water,True
2017,2018,90,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards outside Ebbing, Missouri",False
2018,2019,91,"Kevin Feige, Producer",Black Panther,False
2018,2019,91,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers",BlacKkKlansman,False
2018,2019,91,"Graham King, Producer",Bohemian Rhapsody,False
2018,2019,91,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers",The Favourite,False
2018,2019,91,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Green Book,True
2018,2019,91,"Gabriela Rodríguez and Alfonso Cuarón, Producers",Roma,False
2018,2019,91,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",A Star Is Born,False
2018,2019,91,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers",Vice,False
2019,2020,92,"Peter Chernin, Jenno Topping and James Mangold, Producers",Ford v Ferrari,False
2019,2020,92,"Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers",The Irishman,False
2019,2020,92,"Carthew Neal, Taika Waititi and Chelsea Winstanley, Producers",Jojo Rabbit,False
2019,2020,92,"Todd Phillips, Bradley Cooper and Emma Tillinger Koskoff, Producers",Joker,False
2019,2020,92,"Amy Pascal, Producer",Little Women,False
2019,2020,92,"Noah Baumbach and David Heyman, Producers",Marriage Story,False
2019,2020,92,"Sam Mendes, Pippa Harris, Jayne-Ann Tenggren and Callum McDougall, Producers",1917,False
2019,2020,92,"David Heyman, Shannon McIntosh and Quentin Tarantino, Producers",Once Upon a Time… in Hollywood,False
2019,2020,92,"Kwak Sin Ae and Bong Joon Ho, Producers",Parasite,True
2020,2021,93,"David Parfitt, Jean-Louis Livi and Philippe Carcassonne, Producers",The Father,False
2020,2021,93,"Shaka King, Charles D. King and Ryan Coogler, Producers",Judas and the Black Messiah,False
2020,2021,93,"Ceán Chaffin, Eric Roth and Douglas Urbanski, Producers",Mank,False
2020,2021,93,"Christina Oh, Producer",Minari,False
2020,2021,93,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers",Nomadland,True
2020,2021,93,"Ben Browning, Ashley Fox, Emerald Fennell and Josey McNamara, Producers",Promising Young Woman,False
2020,2021,93,"Bert Hamelinck and Sacha Ben Harroche, Producers",Sound of Metal,False
2020,2021,93,"Marc Platt and Stuart Besser, Producers",The Trial of the Chicago 7,False
2021,2022,94,"Laura Berwick, Kenneth Branagh, Becca Kovacik and Tamar Thomas, Producers",Belfast,False
2021,2022,94,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers",CODA,True
2021,2022,94,"Adam McKay and Kevin Messick, Producers",Don't Look Up,False
2021,2022,94,"Teruhisa Yamamoto, Producer",Drive My Car,False
2021,2022,94,"Mary Parent, Denis Villeneuve and Cale Boyter, Producers",Dune,False
2021,2022,94,"Tim White, Trevor White and Will Smith, Producers",King Richard,False
2021,2022,94,"Sara Murphy, Adam Somner and Paul Thomas Anderson, Producers",Licorice Pizza,False
2021,2022,94,"Guillermo del Toro, J. Miles Dale and Bradley Cooper, Producers",Nightmare Alley,False
2021,2022,94,"Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning and Roger Frappier, Producers",The Power of the Dog,False
2021,2022,94,"Steven Spielberg and Kristie Macosko Krieger, Producers",West Side Story,False
2022,2023,95,"Malte Grunert, Producer",All Quiet on the Western Front,False
2022,2023,95,"James Cameron and Jon Landau, Producers",Avatar: The Way of Water,False
2022,2023,95,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers",The Banshees of Inisherin,False
2022,2023,95,"Baz Luhrmann, Catherine Martin, Gail Berman, Patrick McCormick and Schuyler Weiss, Producers",Elvis,False
2022,2023,95,"Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers",Everything Everywhere All at Once,True
2022,2023,95,"Kristie Macosko Krieger, Steven Spielberg and Tony Kushner, Producers",The Fabelmans,False
2022,2023,95,"Todd Field, Alexandra Milchan and Scott Lambert, Producers",Tár,False
2022,2023,95,"Tom Cruise, Christopher McQuarrie, David Ellison and Jerry Bruckheimer, Producers",Top Gun: Maverick,False
2022,2023,95,"Erik Hemmendorff and Philippe Bober, Producers",Triangle of Sadness,False
2022,2023,95,"Dede Gardner, Jeremy Kleiner and Frances McDormand, Producers",Women Talking,False
