iter	Passed	Remaining
369	3695	6292
370	3708	6287
371	3721	6283
372	3731	6272
373	3743	6266
374	3755	6258
375	3765	6248
376	3776	6240
377	3787	6232
378	3797	6222
379	3809	6216
380	3822	6210
381	3834	6203
382	3843	6191
383	3854	6182
384	3868	6179
385	3877	6167
386	3889	6161
387	3904	6157
388	3917	6152
389	3929	6146
390	3941	6138
391	3954	6134
392	3968	6129
393	3980	6122
394	3992	6115
395	4005	6109
396	4018	6104
397	4031	6098
398	4045	6092
399	4057	6086
400	4069	6079
401	4081	6071
402	4093	6064
403	4105	6056
404	4117	6049
405	4131	6045
406	4143	6037
407	4155	6029
408	4169	6025
409	4182	6018
410	4196	6013
411	4207	6005
412	4219	5997
413	4231	5990
414	4242	5980
415	4251	5968
416	4263	5960
417	4273	5949
418	4283	5939
419	4293	5929
420	4303	5918
421	4313	5908
422	4322	5896
423	4334	5889
424	4345	5879
425	4355	5868
426	4365	5858
427	4376	5849
428	4386	5838
429	4396	5828
430	4407	5819
431	4416	5806
432	4427	5798
433	4438	5788
434	4447	5776
435	4458	5767
436	4468	5757
437	4481	5749
438	4491	5739
439	4499	5727
440	4509	5716
441	4519	5705
442	4529	5694
443	4538	5683
444	4546	5670
445	4557	5660
446	4565	5648
447	4576	5639
448	4585	5627
449	4594	5615
450	4604	5605
451	4613	5593
452	4621	5580
453	4630	5568
454	4639	5557
455	4651	5549
456	4662	5540
457	4675	5532
458	4690	5528
459	4705	5524
460	4723	5522
461	4737	5516
462	4749	5508
463	4761	5500
464	4791	5513
465	4806	5507
466	4820	5501
467	4836	5497
468	4854	5496
469	4878	5501
470	4895	5498
471	4914	5497
472	4940	5504
473	4968	5513
474	4993	5519
475	5016	5522
476	5034	5519
477	5053	5518
478	5068	5512
479	5078	5501
480	5088	5490
481	5101	5482
482	5112	5471
483	5122	5460
484	5133	5451
485	5146	5443
486	5158	5433
487	5168	5422
488	5179	5412
489	5192	5403
490	5203	5393
491	5216	5386
492	5230	5379
493	5245	5372
494	5256	5362
495	5266	5351
496	5281	5344
497	5293	5335
498	5302	5323
499	5315	5315
500	5326	5304
501	5334	5292
502	5344	5280
503	5354	5269
504	5363	5257
505	5375	5247
506	5385	5236
507	5396	5226
508	5406	5215
509	5415	5203
510	5426	5192
511	5434	5179
512	5445	5169
513	5455	5158
514	5463	5145
515	5474	5134
516	5482	5121
517	5492	5111
518	5503	5100
519	5513	5089
520	5523	5077
521	5532	5065
522	5542	5055
523	5553	5044
524	5561	5032
525	5572	5021
526	5582	5010
527	5593	5000
528	5605	4990
529	5615	4979
530	5626	4969
531	5637	4958
532	5646	4947
533	5658	4937
534	5667	4926
535	5677	4914
536	5686	4903
537	5695	4891
538	5706	4880
539	5714	4867
540	5724	4856
541	5735	4846
542	5743	4834
543	5754	4823
544	5763	4811
545	5772	4800
546	5782	4788
547	5791	4777
548	5804	4768
549	5815	4758
550	5826	4748
551	5843	4742
552	5859	4736
553	5877	4731
554	5889	4722
555	5901	4712
556	5915	4704
557	5930	4697
558	5945	4690
559	5956	4680
560	5965	4667
561	5977	4658
562	5990	4649
563	6000	4638
564	6012	4628
565	6022	4618
566	6030	4605
567	6040	4594
568	6049	4582
569	6063	4573
570	6075	4564
571	6087	4555
572	6097	4544
573	6109	4534
574	6122	4525
575	6133	4514
576	6143	4503
577	6154	4493
578	6164	4482
579	6179	4475
580	6192	4465
581	6203	4455
582	6212	4443
583	6224	4434
584	6235	4423
585	6244	4411
586	6256	4401
587	6267	4391
588	6277	4380
589	6291	4371
590	6305	4363
591	6317	4354
592	6327	4342
593	6339	4333
594	6352	4324
595	6363	4313
596	6374	4302
597	6385	4292
598	6395	4281
599	6406	4271
600	6418	4261
601	6428	4250
602	6438	4239
603	6449	4228
604	6457	4216
605	6472	4208
606	6482	4196
607	6492	4185
608	6501	4174
609	6510	4162
610	6519	4150
611	6528	4138
612	6538	4128
613	6550	4117
614	6559	4106
615	6569	4094
616	6576	4082
617	6586	4071
618	6595	4059
619	6603	4047
620	6614	4037
621	6623	4025
622	6633	4014
623	6641	4002
624	6652	3991
625	6662	3980
626	6670	3968
627	6682	3958
628	6691	3946
629	6701	3936
630	6712	3925
631	6721	3913
632	6730	3902
633	6739	3890
634	6749	3879
635	6759	3868
636	6767	3856
637	6777	3845
638	6786	3834
639	6797	3823
640	6805	3811
641	6815	3800
642	6824	3789
643	6833	3777
644	6844	3766
645	6853	3755
646	6864	3745
647	6875	3734
648	6888	3725
649	6905	3718
650	6918	3709
651	6931	3699
652	6942	3689
653	6952	3678
654	6963	3667
655	6972	3656
656	6980	3644
657	6992	3634
658	7002	3623
659	7017	3615
660	7030	3605
661	7041	3595
662	7050	3583
663	7060	3572
664	7069	3561
665	7079	3550
666	7089	3539
667	7098	3528
668	7110	3517
669	7123	3508
670	7135	3498
671	7146	3488
672	7158	3478
673	7167	3466
674	7180	3457
675	7192	3447
676	7203	3436
677	7212	3425
678	7224	3415
679	7234	3404
680	7248	3395
681	7260	3385
682	7272	3375
683	7285	3365
684	7296	3355
685	7308	3345
686	7320	3335
687	7329	3323
688	7343	3314
689	7357	3305
690	7370	3296
691	7380	3284
692	7391	3274
693	7403	3264
694	7417	3255
695	7427	3244
696	7439	3234
697	7455	3225
698	7473	3218
699	7489	3209
700	7508	3202
701	7524	3194
702	7542	3186
703	7553	3175
704	7561	3163
705	7572	3153
706	7582	3142
707	7592	3131
708	7603	3120
709	7612	3109
710	7623	3098
711	7634	3088
712	7642	3076
713	7654	3065
714	7664	3054
715	7672	3043
716	7684	3033
717	7692	3021
718	7702	3010
719	7710	2998
720	7721	2987
721	7732	2977
722	7740	2965
723	7750	2954
724	7758	2942
725	7770	2932
726	7780	2921
727	7788	2909
728	7799	2899
729	7807	2887
730	7833	2882
731	7842	2871
732	7852	2860
733	7862	2849
734	7870	2837
735	7880	2826
736	7889	2815
737	7899	2804
738	7909	2793
739	7918	2782
740	7929	2771
741	7938	2760
742	7947	2749
743	7957	2737
744	7967	2727
745	7979	2716
746	7990	2706
747	8046	2710
748	8063	2702
749	8074	2691
750	8083	2680
751	8093	2669
752	8102	2657
753	8111	2646
754	8118	2634
755	8128	2623
756	8134	2611
757	8144	2600
758	8152	2588
759	8178	2582
760	8185	2570
761	8194	2559
762	8202	2547
763	8212	2536
764	8219	2524
765	8230	2514
766	8237	2502
767	8247	2491
768	8257	2480
769	8264	2468
770	8274	2457
771	8281	2445
772	8292	2435
773	8299	2423
774	8309	2412
775	8318	2401
776	8328	2390
777	8338	2379
778	8346	2367
779	8355	2356
780	8364	2345
781	8374	2334
782	8382	2323
783	8391	2311
784	8400	2300
785	8409	2289
786	8416	2278
787	8426	2266
788	8433	2255
789	8442	2244
790	8449	2232
791	8459	2221
792	8468	2210
793	8476	2199
794	8487	2188
795	8495	2177
796	8505	2166
797	8512	2154
798	8521	2143
799	8529	2132
800	8539	2121
801	8547	2110
802	8556	2099
803	8563	2087
804	8573	2076
805	8584	2066
806	8592	2054
807	8601	2043
808	8611	2033
809	8619	2021
810	8629	2010
811	8636	1999
812	8646	1988
813	8653	1977
814	8663	1966
815	8672	1955
816	8680	1944
817	8689	1933
818	8696	1921
819	8706	1911
820	8715	1900
821	8723	1889
822	8731	1877
823	8739	1866
824	8747	1855
825	8756	1844
826	8763	1833
827	8774	1822
828	8781	1811
829	8791	1800
830	8798	1789
831	8809	1778
832	8816	1767
833	8827	1756
834	8838	1746
835	8846	1735
836	8857	1724
837	8865	1713
838	8875	1703
839	8882	1691
840	8891	1681
841	8898	1669
842	8909	1659
843	8918	1648
844	8926	1637
845	8936	1626
846	8944	1615
847	8954	1605
848	8962	1594
849	8973	1583
850	8982	1572
851	8990	1561
852	9001	1551
853	9008	1540
854	9017	1529
855	9025	1518
856	9035	1507
857	9042	1496
858	9052	1485
859	9059	1474
860	9069	1464
861	9078	1453
862	9088	1442
863	9095	1431
864	9104	1420
865	9113	1410
866	9123	1399
867	9135	1389
868	9143	1378
869	9154	1367
870	9161	1356
871	9173	1346
872	9182	1335
873	9190	1324
874	9200	1314
875	9208	1303
876	9219	1293
877	9227	1282
878	9239	1271
879	9252	1261
880	9260	1250
881	9270	1240
882	9277	1229
883	9287	1218
884	9297	1208
885	9304	1197
886	9313	1186
887	9321	1175
888	9332	1165
889	9341	1154
890	9352	1144
891	9361	1133
892	9369	1122
893	9380	1112
894	9387	1101
895	9396	1090
896	9404	1079
897	9413	1069
898	9422	1058
899	9434	1048
900	9445	1037
901	9452	1027
902	9463	1016
903	9472	1005
904	9481	995
905	9490	984
906	9499	973
907	9509	963
908	9518	952
909	9528	942
910	9535	931
911	9546	921
912	9554	910
913	9566	900
914	9578	889
915	9585	878
916	9594	868
917	9601	857
918	9610	847
919	9617	836
920	9626	825
921	9634	815
922	9643	804
923	9652	793
924	9662	783
925	9670	772
926	9679	762
927	9689	751
928	9696	741
929	9704	730
930	9712	719
931	9722	709
932	9729	698
933	9737	688
934	9744	677
935	9752	666
936	9762	656
937	9771	645
938	9778	635
939	9786	624
940	9794	614
941	9803	603
942	9811	593
943	9820	582
944	9829	572
945	9839	561
946	9847	551
947	9858	540
948	9867	530
949	9875	519
950	9883	509
951	9890	498
952	9897	488
953	9906	477
954	9914	467
955	9923	456
956	9933	446
957	9939	435
958	9950	425
959	9957	414
960	9967	404
961	9974	394
962	9984	383
963	9992	373
964	10001	362
965	10008	352
966	10018	341
967	10026	331
968	10035	321
969	10042	310
970	10051	300
971	10060	289
972	10069	279
973	10077	268
974	10086	258
975	10093	248
976	10103	237
977	10110	227
978	10119	217
979	10126	206
980	10135	196
981	10142	185
982	10151	175
983	10159	165
984	10168	154
985	10175	144
986	10186	134
987	10196	123
988	10203	113
989	10213	103
990	10221	92
991	10230	82
992	10238	72
993	10248	61
994	10255	51
995	10264	41
996	10271	30
997	10281	20
998	10289	10
999	10298	0
