iter	MultiClass
208	0.6198042927
209	0.619194734
210	0.6190035086
211	0.6187404947
212	0.6184523849
213	0.6178380822
214	0.6169834926
215	0.6161044462
216	0.6152767452
217	0.6149550278
218	0.6147578033
219	0.6144483583
220	0.6139941852
221	0.6133389687
222	0.6130079918
223	0.6121299988
224	0.6117809911
225	0.61150541
226	0.6110370565
227	0.6104434369
228	0.6101852937
229	0.609922597
230	0.6096969998
231	0.60927753
232	0.6091019658
233	0.6087343137
234	0.6084456924
235	0.6076148955
236	0.6073177614
237	0.6071242788
238	0.6069563476
239	0.6067272984
240	0.6062925566
241	0.6059322484
242	0.6057053797
243	0.6051270934
244	0.6048207984
245	0.6043666504
246	0.6040813847
247	0.6035850083
248	0.6030688531
249	0.6026849664
250	0.6017027201
251	0.6012660365
252	0.6011221063
253	0.600839463
254	0.6001662802
255	0.6000490888
256	0.5994174634
257	0.5989321682
258	0.5980700533
259	0.5976630731
260	0.5971225338
261	0.5970028073
262	0.596698887
263	0.5963680045
264	0.5960634193
265	0.5958785334
266	0.5956599948
267	0.5952444198
268	0.5946534673
269	0.594262048
270	0.5940826428
271	0.5936652559
272	0.5934671498
273	0.5932363707
274	0.5926182696
275	0.5921886812
276	0.5918870703
277	0.5916337451
278	0.5908910795
279	0.5907526467
280	0.5903556756
281	0.5897300158
282	0.5894556801
283	0.5891157957
284	0.5887869328
285	0.588614848
286	0.5879943907
287	0.5874857437
288	0.5871024857
289	0.5868837502
290	0.5862942654
291	0.5861305165
292	0.585792972
293	0.5856089446
294	0.5849353503
295	0.5845395376
296	0.5843901951
297	0.5842001638
298	0.5839520233
299	0.5837584314
300	0.5832006587
301	0.5827911052
302	0.5823321385
303	0.5819988771
304	0.5815253355
305	0.5812237378
306	0.5809405199
307	0.5805668534
308	0.5803683751
309	0.5801702385
310	0.5795642573
311	0.5794210167
312	0.5789748306
313	0.5786663839
314	0.5785211814
315	0.5779904566
316	0.5779005783
317	0.5775019192
318	0.5772509164
319	0.5770168487
320	0.5766073138
321	0.5763705536
322	0.5759656473
323	0.5756000166
324	0.5751575529
325	0.574527075
326	0.5739838797
327	0.5735978692
328	0.5732671435
329	0.5727221367
330	0.5724853867
331	0.5722228215
332	0.571692553
333	0.5712681305
334	0.5710052744
335	0.570851719
336	0.5705729616
337	0.5703754552
338	0.5698756133
339	0.5695608372
340	0.5691505504
341	0.5690406077
342	0.568536781
343	0.5682505909
344	0.5678345853
345	0.5676019294
346	0.5673774211
347	0.566987468
348	0.5667208918
349	0.5666263363
350	0.5662348369
351	0.5660124656
352	0.5658337462
353	0.5655488416
354	0.5652139652
355	0.5648276746
356	0.5646855565
357	0.5644858907
358	0.5643361387
359	0.5639194625
360	0.5636488961
361	0.5632916493
362	0.5629600967
363	0.5627535635
364	0.562627714
365	0.5622087009
366	0.5619944391
367	0.561499267
368	0.56117104
369	0.5605560467
370	0.5602725248
371	0.5599385994
372	0.5598585379
373	0.5596878836
374	0.5593866608
375	0.5591119486
376	0.5589968104
377	0.5587923199
378	0.5584693
379	0.5580285109
380	0.5576827402
381	0.557441891
382	0.5571981331
383	0.5568847956
384	0.5563511144
385	0.5559985954
386	0.5558397478
387	0.5555474163
388	0.5552509562
389	0.5551300925
390	0.5549543634
391	0.554662791
392	0.5544920091
393	0.5542886147
394	0.553758303
395	0.5535330282
396	0.5531925979
397	0.5528829369
398	0.5526030471
399	0.5521806345
400	0.5518033389
401	0.5516187948
402	0.55133663
403	0.5510756166
404	0.5507173903
405	0.5502793245
406	0.5500604249
407	0.5497369903
408	0.5493374749
409	0.5492671407
410	0.5488901803
411	0.5485568111
412	0.54843464
413	0.5482430464
414	0.5481164172
415	0.548000992
416	0.5478865638
417	0.5477004616
418	0.5475244847
419	0.5473981102
420	0.5471237536
421	0.5470059926
422	0.5469007882
423	0.5464813622
424	0.5462422035
425	0.5459487762
426	0.5456570452
427	0.5452447387
428	0.5450640118
429	0.5448142047
430	0.5446469733
431	0.5444963422
432	0.5443564739
433	0.5442573111
434	0.5441126012
435	0.5439334944
436	0.543797362
437	0.5434163482
438	0.5432856454
439	0.5431614392
440	0.5428930863
441	0.54263019
442	0.542347218
443	0.5422700194
444	0.5421599049
445	0.5420233132
446	0.5417313609
447	0.5415392858
448	0.5413936285
449	0.5412473093
450	0.5410056063
451	0.5408816364
452	0.5407513544
453	0.5405288614
454	0.5401995554
455	0.5399335423
456	0.53968302
457	0.5393997261
458	0.5390753251
459	0.5389570398
460	0.5385019462
461	0.5383417021
462	0.5382583162
463	0.5380426424
464	0.5377884576
465	0.5376631049
466	0.5375212349
467	0.5372568941
468	0.5370669765
469	0.5368466462
470	0.5366976221
471	0.5365441353
472	0.5363445954
473	0.5361977822
474	0.5360703973
475	0.5358626466
476	0.5357148661
477	0.5355342512
478	0.5352660153
479	0.5351432694
480	0.5347112056
481	0.5344206444
482	0.5343005352
483	0.5341317324
484	0.5339659555
485	0.5336874208
486	0.5333434768
487	0.5331206621
488	0.5330468305
489	0.5327791021
490	0.5325243275
491	0.5322037278
492	0.5318421061
493	0.5315594645
494	0.531441374
495	0.5312364878
496	0.5307564005
497	0.5305170183
498	0.5303843359
499	0.5299119499
500	0.5297179658
501	0.5295460296
502	0.5293817397
503	0.5292230715
504	0.529095978
505	0.5288301835
506	0.5285272932
507	0.5283038373
508	0.5281997708
509	0.5279377737
510	0.5278664966
511	0.5276069222
512	0.5274106287
513	0.5273329076
514	0.5272044681
515	0.5269466369
516	0.5268412195
517	0.5265356329
518	0.5262297472
519	0.5259341843
520	0.5258420627
521	0.5256939396
522	0.5254830407
523	0.525248354
524	0.5251651694
525	0.5249342373
526	0.524688032
527	0.5243833926
528	0.5242682815
529	0.5241742165
530	0.5236903433
531	0.5235118782
532	0.5230358557
533	0.5227192399
534	0.5226293722
535	0.522385941
536	0.5221391458
537	0.52184789
538	0.5214989002
539	0.5214069096
540	0.5211684035
541	0.5209102428
542	0.5207162405
543	0.520585713
544	0.5203663424
545	0.5200718863
546	0.5199001174
547	0.5194400585
548	0.5192315207
549	0.5191363598
550	0.5190505634
551	0.5188024579
552	0.5184688778
553	0.5182155925
554	0.5179625685
555	0.5177384357
556	0.5175435646
557	0.5174281872
558	0.5170701621
559	0.5169388713
560	0.5168000409
561	0.5166164505
562	0.5162997811
563	0.5161415236
564	0.5159585524
565	0.5158767709
566	0.5157944936
567	0.5155560865
568	0.5153995257
569	0.5150210884
570	0.5147655133
571	0.5146666131
572	0.5145414402
573	0.5142930261
574	0.5141503721
575	0.5139266279
576	0.5137326945
577	0.5135782162
578	0.5134503258
579	0.5131413649
580	0.5128355098
581	0.5127306775
582	0.5126746419
583	0.5125163936
584	0.512392225
585	0.5123037815
586	0.5120522479
587	0.5118974885
588	0.5117447237
589	0.5114788206
590	0.5112269101
591	0.5110970497
592	0.5108621419
593	0.5107538118
594	0.510410981
595	0.5103035309
596	0.5102041131
597	0.5100861327
598	0.5098202552
599	0.5095943193
600	0.5094473563
601	0.5093922312
602	0.5092533408
603	0.5091341782
604	0.5088362986
605	0.5086763968
606	0.5085674472
607	0.5082200542
608	0.5081280389
609	0.5079052844
610	0.5077459842
611	0.5074986522
612	0.5071813382
613	0.5068070139
614	0.5067326568
615	0.5065929635
616	0.5064724363
617	0.506387429
618	0.5061553648
619	0.5060584279
620	0.50570284
621	0.5055848725
622	0.5054517031
623	0.5053498568
624	0.5052637924
625	0.5050813184
626	0.5048436072
627	0.5044469789
628	0.5039576665
629	0.503827532
630	0.5035422206
631	0.5033739449
632	0.5032393078
633	0.5029420189
634	0.5027266967
635	0.5023757094
636	0.5022342931
637	0.5019156186
638	0.5015953726
639	0.5012952141
640	0.5011290791
641	0.5010045516
642	0.500891825
643	0.5007001834
644	0.5005396707
645	0.5005036161
646	0.5003686403
647	0.5002040267
648	0.5000630224
649	0.4999489515
650	0.4997290613
651	0.499653532
652	0.4994031137
653	0.4989866243
654	0.4985694293
655	0.4983330576
656	0.4982364899
657	0.4978553412
658	0.4976284109
659	0.4973749702
660	0.4973047767
661	0.497163334
662	0.4970410091
663	0.4968384541
664	0.4966586276
665	0.496556992
666	0.49642637
667	0.4962358393
668	0.4960219783
669	0.4958726418
670	0.4957313809
671	0.4956846244
672	0.4956263511
673	0.4954734122
674	0.4952870379
675	0.4952188159
676	0.4951162684
677	0.4949874996
678	0.494763932
679	0.4945817091
680	0.4943110083
681	0.4942714013
682	0.4942110103
683	0.494023766
684	0.493754613
685	0.4936871438
686	0.4934127835
687	0.4933540007
688	0.4931084194
689	0.4927591414
690	0.4926603136
691	0.4924838884
692	0.4923261466
693	0.4920914833
694	0.4917091062
695	0.4914699713
696	0.4912083265
697	0.4910832287
698	0.4909985413
699	0.4909576551
700	0.4909011404
701	0.4907857715
702	0.490607408
703	0.4903708543
704	0.4902652548
705	0.4900203354
706	0.4898828713
707	0.4897806677
708	0.489497073
709	0.4893250802
710	0.489151281
711	0.4889759901
712	0.4889175498
713	0.4887085442
714	0.4885859321
715	0.4884998156
716	0.4882180426
717	0.4881579798
718	0.4879835655
719	0.4878853703
720	0.4876958332
721	0.487421673
722	0.4873260584
723	0.4872480414
724	0.4871315561
725	0.4869044796
726	0.4867525474
727	0.4866298317
728	0.4864138315
729	0.4863154736
730	0.486154242
731	0.485829664
732	0.4857025001
733	0.4855574639
734	0.4853187329
735	0.48521204
736	0.4851139401
737	0.4849997038
738	0.4847662242
739	0.4845862745
740	0.4843770384
741	0.4841379225
742	0.4840734888
743	0.4839158836
744	0.4838424856
745	0.4837189431
746	0.4836044801
747	0.4832826429
748	0.4830609858
749	0.4827671911
750	0.4825594936
751	0.482405297
752	0.4821985958
753	0.4821213462
754	0.4820379312
755	0.4819455529
756	0.4818629232
757	0.4817178193
758	0.4814762194
759	0.4812861162
760	0.4810566166
761	0.4808321909
762	0.4806189151
763	0.4804828049
764	0.4803239588
765	0.4801273455
766	0.4800141681
767	0.4799246596
768	0.4798303951
769	0.4796697791
770	0.4795811784
771	0.4795380933
772	0.4793251417
773	0.4792795823
774	0.479230126
775	0.4790040753
776	0.4788035976
777	0.4786194041
778	0.478472843
779	0.4783385796
780	0.4781058587
781	0.4778951487
782	0.4777375393
783	0.4777082589
784	0.4774772878
785	0.477315818
786	0.4772363119
787	0.4771245897
788	0.4770290093
789	0.4769627632
790	0.4768600524
791	0.4766451475
792	0.4764587922
793	0.4763511045
794	0.4761558412
795	0.4759087514
796	0.4758046173
797	0.4757488957
798	0.4756965339
799	0.4755548727
800	0.4753115198
801	0.4751596038
802	0.4750521456
803	0.4749583235
804	0.4748522988
805	0.4746415076
806	0.4744697237
807	0.4743246156
808	0.4741442417
809	0.4740819461
810	0.4739664711
811	0.473778068
812	0.4736586514
813	0.4735131056
814	0.473294688
815	0.473197798
816	0.4730982625
817	0.4730005175
818	0.4729493296
819	0.4728988022
820	0.4727219352
821	0.4726440385
822	0.4725825698
823	0.4724766103
824	0.4723229005
825	0.4722680624
826	0.4720682024
827	0.4718630712
828	0.471761394
829	0.4715919761
830	0.4715169333
831	0.4713141343
832	0.4712464727
833	0.4710719447
834	0.4708142568
835	0.4706654218
836	0.4704754296
837	0.4703311693
838	0.4701799897
839	0.4700658758
840	0.470017165
841	0.4699636889
842	0.4697552149
843	0.4695818357
844	0.4694460775
845	0.4693470898
846	0.4691723902
847	0.4689974808
848	0.4688473031
849	0.4687899552
850	0.4685818318
851	0.4685558899
852	0.4683361175
853	0.4682357227
854	0.4681405002
855	0.4679656107
856	0.4678997466
857	0.4677647146
858	0.4675765976
859	0.4674744097
860	0.4673900546
861	0.4671263547
862	0.467052146
863	0.4669828576
864	0.4668981127
865	0.4666680135
866	0.4664096582
867	0.466178647
868	0.4660125949
869	0.4658143894
870	0.4657182849
871	0.4654761956
872	0.4653779476
873	0.4652694057
874	0.4651420219
875	0.4649715772
876	0.4647831584
877	0.4647039121
878	0.4645597991
879	0.4643523591
880	0.4641903343
881	0.4640947078
882	0.4640716748
883	0.4639966527
884	0.4639098228
885	0.4637862913
886	0.4636064421
887	0.4635205233
888	0.463396187
889	0.4632262875
890	0.463098802
891	0.4630464897
892	0.4629444443
893	0.4627093085
894	0.4625675981
895	0.4624518645
896	0.4623394816
897	0.4622485459
898	0.4620911769
899	0.4619426555
900	0.4618373022
901	0.4617779483
902	0.4617001865
903	0.4615006858
904	0.4614291985
905	0.4612300646
906	0.4610868824
907	0.4608827133
908	0.4607060446
909	0.4605815972
910	0.4604923285
911	0.4604022361
912	0.4602247295
913	0.4600321564
914	0.459871294
915	0.4598177963
916	0.4596428145
917	0.4595362784
918	0.4594637847
919	0.4593633144
920	0.4593050822
921	0.4591815191
922	0.4590176
923	0.458769409
924	0.4586535131
925	0.4584418235
926	0.4583399021
927	0.4581416479
928	0.4580784529
929	0.457946368
930	0.4578570757
931	0.4576853734
932	0.4576169311
933	0.4575703828
934	0.4575176392
935	0.4574493489
936	0.4572580201
937	0.4571368932
938	0.4570575042
939	0.4569847537
940	0.4568506883
941	0.4567161795
942	0.4566025424
943	0.4565511709
944	0.456360984
945	0.4562954006
946	0.4562359817
947	0.4561746521
948	0.4559627416
949	0.4558723773
950	0.4558086198
951	0.4557149289
952	0.45561511
953	0.455564263
954	0.4553908223
955	0.4552878051
956	0.4551597268
957	0.4551342394
958	0.4549223281
959	0.4547970699
960	0.4546082718
961	0.4544759302
962	0.4543420685
963	0.4542826332
964	0.4541647963
965	0.4541085285
966	0.454019892
967	0.4538258974
968	0.4537442463
969	0.4535332766
970	0.4534186344
971	0.4532550028
972	0.4532169193
973	0.4530713439
974	0.4528987792
975	0.4528019674
976	0.4527076299
977	0.452664966
978	0.4525701008
979	0.4524762178
980	0.4523761534
981	0.4522351227
982	0.4521403806
983	0.4519916835
984	0.4519221027
985	0.4518709753
986	0.4518240909
987	0.4517125775
988	0.4516355292
989	0.4515094417
990	0.4513750811
991	0.4512343904
992	0.4511013498
993	0.4510336381
994	0.4508741144
995	0.4507598837
996	0.4506827666
997	0.4505154212
998	0.4503592382
999	0.4503169247
