iter	MultiClass
133	0.2453522166
134	0.2448117977
135	0.2427473379
136	0.2412690751
137	0.2396200304
138	0.2378529692
139	0.2360896608
140	0.2344028787
141	0.2342537085
142	0.2332887543
143	0.2321075477
144	0.2301239635
145	0.2290724075
146	0.2273894716
147	0.2264026719
148	0.225131666
149	0.2237525716
150	0.2221473023
151	0.2214776695
152	0.2208916817
153	0.2189192309
154	0.2179872988
155	0.2165705978
156	0.2149274078
157	0.2133501769
158	0.2117649655
159	0.2110265553
160	0.2102094758
161	0.2085906947
162	0.2074614678
163	0.2068253563
164	0.2066771996
165	0.2061287236
166	0.2047322193
167	0.203427358
168	0.2026242124
169	0.2024750622
170	0.2013409871
171	0.2011988016
172	0.1999996728
173	0.1988515883
174	0.1984567811
175	0.1979410803
176	0.1971323391
177	0.1969367326
178	0.1958708106
179	0.195204084
180	0.1940131881
181	0.1932589875
182	0.1925718306
183	0.1919734218
184	0.1916425986
185	0.1915267297
186	0.1908228843
187	0.1905821683
188	0.1897718269
189	0.1891012343
190	0.1877786737
191	0.1871840051
192	0.1862473927
193	0.1850668764
194	0.1844467968
195	0.1842939849
196	0.1829614661
197	0.1821466952
198	0.1808070896
199	0.1798875276
200	0.1797439655
201	0.1788674355
202	0.1784656915
203	0.1769476829
204	0.1760602691
205	0.1751626084
206	0.1742577272
207	0.1735094907
208	0.1730045518
209	0.1722699921
210	0.1715590816
211	0.1705296052
212	0.1704277498
213	0.1690828572
214	0.1683638799
215	0.1678417819
216	0.1671290965
217	0.1666002097
218	0.1656934042
219	0.1653005415
220	0.1648184252
221	0.1634633969
222	0.1623655585
223	0.1622831282
224	0.1618417128
225	0.1612698986
226	0.1612201751
227	0.16064308
228	0.1601870392
229	0.158992721
230	0.1585370166
231	0.1572097681
232	0.1570308711
233	0.1560012254
234	0.1558985056
235	0.1552447821
236	0.1547579658
237	0.1543747181
238	0.1538698758
239	0.1536615845
240	0.1535695685
241	0.1531264019
242	0.1524261324
243	0.1517176399
244	0.1514471401
245	0.1513412376
246	0.1508395493
247	0.1502901715
248	0.1499168576
249	0.1496160937
250	0.1486382924
251	0.1483011843
252	0.1476302826
253	0.1474932598
254	0.1468204199
255	0.1463354771
256	0.1457391162
257	0.1455225064
258	0.1450678742
259	0.144894269
260	0.1445863506
261	0.1440884665
262	0.1431213056
263	0.1424965561
264	0.1421113377
265	0.1418113913
266	0.1413626833
267	0.1409757968
268	0.1401996312
269	0.1399879394
270	0.1395374903
271	0.1393232414
272	0.1391322426
273	0.1383326467
274	0.1378343343
275	0.1374340435
276	0.1367200513
277	0.1366794345
278	0.1362289759
279	0.13611272
280	0.1360339339
281	0.1357210412
282	0.1351458837
283	0.1343985202
284	0.1333125425
285	0.1331284774
286	0.1326853455
287	0.131639283
288	0.1312505778
289	0.131027988
290	0.1303993129
291	0.1299078024
292	0.1294821787
293	0.1291039882
294	0.1289189978
295	0.1288350499
296	0.1283615425
297	0.1281109584
298	0.1280650564
299	0.127606068
300	0.1273525459
301	0.1268724533
302	0.1264776516
303	0.1260500794
304	0.1259627161
305	0.1252203937
306	0.1249431059
307	0.123816309
308	0.1232863308
309	0.1227065625
310	0.1226133647
311	0.1224702401
312	0.121900401
313	0.1217956433
314	0.1216965211
315	0.1216141576
316	0.1213786696
317	0.1211326991
318	0.1208661406
319	0.1202365551
320	0.1196327152
321	0.1194378049
322	0.1190576233
323	0.1180833653
324	0.1178418294
325	0.1173183704
326	0.117097525
327	0.1168841383
328	0.1167123133
329	0.1164340222
330	0.1161760768
331	0.116139216
332	0.1156580083
333	0.1155009229
334	0.1152171382
335	0.114305436
336	0.1137310263
337	0.1132896382
338	0.1130193608
339	0.1125769831
340	0.1122314674
341	0.1118948027
342	0.1115096483
343	0.1114598146
344	0.1112231929
345	0.1108841461
346	0.11061257
347	0.1104670456
348	0.1099661948
349	0.1095208488
350	0.1092124923
351	0.1090480478
352	0.1087966415
353	0.1085689308
354	0.1082049059
355	0.1076136213
356	0.1074668869
357	0.1072362329
358	0.1069770524
359	0.1066890325
360	0.1061432607
361	0.105747395
362	0.1054340206
363	0.1053218179
364	0.105060887
365	0.1046863883
366	0.1043646778
367	0.1042754334
368	0.1040520272
369	0.1038091617
370	0.1036009909
371	0.1034361702
372	0.1032579844
373	0.1032255932
374	0.102967332
375	0.1027088229
376	0.1025630892
377	0.1021834521
378	0.102066884
379	0.1017628891
380	0.1016098655
381	0.1014666136
382	0.1009677043
383	0.1008171632
384	0.1004359177
385	0.1001639452
386	0.09975404817
387	0.09949025988
388	0.09944418976
389	0.0989922516
390	0.09893443904
391	0.09868765366
392	0.09853155997
393	0.09832100322
394	0.09809758101
395	0.09786428812
396	0.09741705433
397	0.09711629293
398	0.09689892237
399	0.09667575725
400	0.09648291947
401	0.09644331108
402	0.09615559469
403	0.09569621868
404	0.09547360762
405	0.09532459813
406	0.09510968734
407	0.09482999619
408	0.09447374011
409	0.09424772427
410	0.09407657414
411	0.09389783184
412	0.09373101783
413	0.09333211263
414	0.09315646962
415	0.09302389908
416	0.09298575439
417	0.09273900007
418	0.09236171698
419	0.09224830897
420	0.09207748433
421	0.09179882923
422	0.09163592051
423	0.09140144337
424	0.09107204868
425	0.09090939324
426	0.0905780474
427	0.09028375153
428	0.09008047111
429	0.08989003497
430	0.08953162465
431	0.08902349657
432	0.08891369331
433	0.08870902645
434	0.08860599258
435	0.08831645156
436	0.08811793873
437	0.08800716711
438	0.08762772827
439	0.08754720011
440	0.08746323546
441	0.08735097168
442	0.08725133916
443	0.08712698672
444	0.08692428448
445	0.08673522954
446	0.08646557062
447	0.0862899781
448	0.08610769538
449	0.08583535821
450	0.08566060885
451	0.08556606316
452	0.08539569718
453	0.08508778069
454	0.08502043046
455	0.08490097089
456	0.08480756913
457	0.08463598639
458	0.08442692378
459	0.0843119286
460	0.08411145533
461	0.08378795129
462	0.08375925378
463	0.08364770626
464	0.08353491868
465	0.0833561998
466	0.08315266159
467	0.08312603726
468	0.08300863205
469	0.08298175212
470	0.08278803378
471	0.08267456403
472	0.08242460127
473	0.08216090129
474	0.0819278088
475	0.0817167678
476	0.08169231376
477	0.08152738792
478	0.0813848172
479	0.08116501121
480	0.08089783921
481	0.08060497276
482	0.08041618603
483	0.08010813674
484	0.0799392339
485	0.07978970101
486	0.07960103559
487	0.07921869798
488	0.07892825154
489	0.07858684434
490	0.0785154836
491	0.07836167692
492	0.0780747334
493	0.07779171795
494	0.07760868162
495	0.07720795803
496	0.07703337643
497	0.07696734829
498	0.07678543995
499	0.07664851411
500	0.07647902729
501	0.07634635395
502	0.07620571586
503	0.07618505783
504	0.0759586569
505	0.07580437413
506	0.07561120782
507	0.07543909417
508	0.07537651535
509	0.07520230738
510	0.07508918669
511	0.07492429562
512	0.07474281768
513	0.07455258085
514	0.07452888882
515	0.07440458325
516	0.0743699719
517	0.07424265969
518	0.07397750479
519	0.07388320167
520	0.07364131362
521	0.0735416496
522	0.07346826993
523	0.07321093573
524	0.07305832028
525	0.07288081968
526	0.07279841897
527	0.07257448131
528	0.07243273246
529	0.07229523075
530	0.07200002137
531	0.07178601839
532	0.0715908175
533	0.07148569131
534	0.07131687837
535	0.07114290081
536	0.0710747615
537	0.0708010833
538	0.07066091961
539	0.07053170125
540	0.0704066408
541	0.07029002742
542	0.07012161125
543	0.06974806551
544	0.06956253482
545	0.06944759408
546	0.06917819941
547	0.06907353064
548	0.06888338424
549	0.06868410412
550	0.06861676002
551	0.0685513389
552	0.06845614518
553	0.06831022552
554	0.06822468381
555	0.06814970703
556	0.06797110794
557	0.06780328749
558	0.06767266594
559	0.06754277984
560	0.06722922207
561	0.06712084475
562	0.06693253563
563	0.06668120034
564	0.06660440384
565	0.06649491075
566	0.06638777302
567	0.0662674907
568	0.06614675107
569	0.06596864738
570	0.06585102108
571	0.06579721674
572	0.06566787652
573	0.06552516949
574	0.06536584183
575	0.06521721347
576	0.06508639955
577	0.06499235127
578	0.06481948894
579	0.06467774867
580	0.06465777555
581	0.06455888035
582	0.06448069973
583	0.06438756992
584	0.06431302483
585	0.064112281
586	0.06399605647
587	0.06379189676
588	0.06370944282
589	0.06360580162
590	0.06354203722
591	0.06344985607
592	0.06335921628
593	0.06332956522
594	0.06310603669
595	0.06302253247
596	0.06276797186
597	0.06268716791
598	0.06249219416
599	0.06243300669
600	0.06232582511
601	0.06230178823
602	0.06224006137
603	0.06221035517
604	0.0620589539
605	0.06198424916
606	0.06189079737
607	0.06166360563
608	0.06155605497
609	0.06129231401
610	0.06119440007
611	0.06117688027
612	0.06103733271
613	0.06094514557
614	0.06075972732
615	0.06060679181
616	0.0605957905
617	0.06047265371
618	0.06040238327
619	0.06015966985
620	0.06004670494
621	0.05985053771
622	0.05969568258
623	0.05954192504
624	0.05935309015
625	0.05929189805
626	0.05927624657
627	0.05910858955
628	0.05898279783
629	0.05884239278
630	0.05882467771
631	0.05869450882
632	0.0585329262
633	0.05831376894
634	0.05814107333
635	0.05803395931
636	0.05792563525
637	0.05791351701
638	0.05779895773
639	0.0577119867
640	0.0576071453
641	0.05744052808
642	0.05728996379
643	0.05715713671
644	0.05708679259
645	0.05703863241
646	0.05682317406
647	0.05673894688
648	0.05659462772
649	0.05645619548
650	0.05637374843
651	0.05625460196
652	0.0561598752
653	0.05606083703
654	0.05593066167
655	0.05578950555
656	0.05565681043
657	0.05554346638
658	0.05546791093
659	0.05537134822
660	0.05519051774
661	0.05509199011
662	0.0550117601
663	0.05491659489
664	0.0548939684
665	0.054760536
666	0.05472440453
667	0.0546588977
668	0.05454796082
669	0.05443997374
670	0.05432688725
671	0.05418930518
672	0.05411222773
673	0.05403414827
674	0.05394381149
675	0.05379889637
676	0.05378074746
677	0.05376995904
678	0.05361911952
679	0.05351057247
680	0.05343645752
681	0.0532945039
682	0.05324053672
683	0.0531588035
684	0.0531400403
685	0.05302840437
686	0.05301047985
687	0.05289244918
688	0.05273631702
689	0.05254730444
690	0.05248322024
691	0.05235666959
692	0.05220781857
693	0.05210625946
694	0.05195392508
695	0.05187595103
696	0.05185924249
697	0.05173061612
698	0.05164772507
699	0.05156112032
700	0.05148423835
701	0.05136644533
702	0.05113977576
703	0.05106793502
704	0.05096160289
705	0.05083874658
706	0.05079868351
707	0.0507559303
708	0.05069958603
709	0.05069124302
710	0.05060237719
711	0.0505499083
712	0.05035048435
713	0.05025698636
714	0.05022867831
715	0.05013957309
716	0.0500733891
717	0.04999292594
718	0.04992591834
719	0.04985197788
720	0.04984310648
721	0.04972854128
722	0.04967151529
723	0.04957127619
724	0.04948119064
725	0.04937419773
726	0.04922908006
727	0.04913008913
728	0.04906270735
729	0.04905137568
730	0.04901902293
731	0.0488485052
732	0.04878053394
733	0.04872732308
734	0.04861870441
735	0.04858215982
736	0.04849905466
737	0.04828684593
738	0.04825555312
739	0.04813573932
740	0.04810117934
741	0.04809379312
742	0.04801149819
743	0.04790920772
744	0.04778500021
745	0.04774551946
746	0.04770790406
747	0.04763936057
748	0.04759218298
749	0.04753496608
750	0.04742832287
751	0.04729848799
752	0.04719335821
753	0.0471448517
754	0.04711499989
755	0.04704468537
756	0.04700518869
757	0.04699302296
758	0.04685945436
759	0.04675576759
760	0.04669590008
761	0.04663969487
762	0.04657588248
763	0.04653457049
764	0.04641607048
765	0.04632383894
766	0.04625686866
767	0.04616996714
768	0.04616169168
769	0.04607391586
770	0.04597600825
771	0.04592867973
772	0.04585768205
773	0.04574817052
774	0.04572872921
775	0.04561436487
776	0.0455649769
777	0.04550193022
778	0.04540050396
779	0.04538306665
780	0.04532469841
781	0.04531203322
782	0.04520682895
783	0.04514124241
784	0.04506946319
785	0.04493992685
786	0.04493008143
787	0.0448514561
788	0.04481894385
789	0.04476089765
790	0.044669117
791	0.0446328382
792	0.04459532668
793	0.04448774324
794	0.04443344345
795	0.04431322116
796	0.04430266964
797	0.04420763199
798	0.04414596483
799	0.04407941268
800	0.04403664046
801	0.04392314626
802	0.04388322972
803	0.04383038477
804	0.04377783521
805	0.04368181644
806	0.04361660239
807	0.04353047399
808	0.04348982508
809	0.04341501415
810	0.04334623574
811	0.04330474733
812	0.043212058
813	0.04313024172
814	0.04306411032
815	0.04298409767
816	0.04297855601
817	0.04284870058
818	0.04273533469
819	0.04269159564
820	0.04261222573
821	0.04252457753
822	0.04247255424
823	0.04241235524
824	0.04230154982
825	0.0422372991
826	0.04214239582
827	0.04208323077
828	0.04203563928
829	0.0418647068
830	0.04183637805
831	0.04173281225
832	0.04166743828
833	0.04157610197
834	0.04148760751
835	0.04141163226
836	0.04130341657
837	0.04123907977
838	0.04116743306
839	0.0411220141
840	0.04111379863
841	0.04105762338
842	0.0409552468
843	0.04090970155
844	0.04082003064
845	0.04074944909
846	0.04064802879
847	0.0406021805
848	0.04051476799
849	0.04047777169
850	0.04042416041
851	0.04039032723
852	0.04038410419
853	0.04036673734
854	0.04033526689
855	0.04024712735
856	0.04018683565
857	0.04013006378
858	0.04008758785
859	0.04008005572
860	0.0400346666
861	0.04000740572
862	0.03996136185
863	0.03988946004
864	0.03978776529
865	0.0397729856
866	0.03968265892
867	0.03954335813
868	0.03943024335
869	0.03939883174
870	0.03934299673
871	0.03926710101
872	0.03922321449
873	0.03917014372
874	0.0391589765
875	0.03913460883
876	0.03912637516
877	0.03904553038
878	0.03898899014
879	0.03894243572
880	0.03887973647
881	0.03886992392
882	0.03886333182
883	0.03883437109
884	0.03876540621
885	0.03869543723
886	0.03867251956
887	0.03863153289
888	0.03853357096
889	0.03849165515
890	0.03841217701
891	0.03834354513
892	0.03826169399
893	0.03819889845
894	0.03814666908
895	0.03810640551
896	0.03800216887
897	0.03795740656
898	0.03792304274
899	0.03785168262
900	0.03779752943
901	0.0377174883
902	0.03766749875
903	0.03761391139
904	0.03760753549
905	0.03756247746
906	0.03755517945
907	0.03752001126
908	0.03749464681
909	0.03744345092
910	0.03740093327
911	0.03739064303
912	0.03736483264
913	0.03733157045
914	0.03721290388
915	0.03714399972
916	0.03698629874
917	0.03694762794
918	0.03689410852
919	0.03681901465
920	0.0367582631
921	0.03669881722
922	0.03658249235
923	0.03650545005
924	0.03644458202
925	0.0363991557
926	0.03637472769
927	0.03634649319
928	0.03632104967
929	0.03626883959
930	0.036233947
931	0.03615751811
932	0.03611123971
933	0.03603078288
934	0.03592484704
935	0.03588020375
936	0.03581946305
937	0.03575279749
938	0.03571690106
939	0.03570423007
940	0.03566981454
941	0.03558541906
942	0.03555065015
943	0.03550999139
944	0.03547867726
945	0.0354235287
946	0.03539589484
947	0.03537023349
948	0.03534112545
949	0.03530036668
950	0.03525720031
951	0.0352196349
952	0.03517839551
953	0.03513072154
954	0.03510780385
955	0.03504441492
956	0.03501060409
957	0.03495743394
958	0.03491345525
959	0.03486018464
960	0.03481682382
961	0.03478035793
962	0.03472585101
963	0.03471548154
964	0.03464863559
965	0.0346258517
966	0.03457469817
967	0.03456345776
968	0.03451782027
969	0.0344849093
970	0.03443536278
971	0.03443151438
972	0.03440054574
973	0.03435792183
974	0.03431726249
975	0.03423001156
976	0.03420425739
977	0.03415955933
978	0.03410623392
979	0.03402091981
980	0.03394067028
981	0.03391596522
982	0.03387524008
983	0.03383938867
984	0.03381084093
985	0.03377640045
986	0.0337409184
987	0.03371359592
988	0.03367131853
989	0.03359919311
990	0.03356771548
991	0.03352502327
992	0.03344895539
993	0.03338395064
994	0.03332346375
995	0.03332070205
996	0.0332811919
997	0.03324029849
998	0.03319418272
999	0.03310393077
